",",Z
di,IN
antara,NN
-nya,PRP
.,Z
namun,CC
pada,IN
dasar,NN
-nya,PRP
",",Z
tujuan,NN
-nya,PRP
adalah,VB
membawa,VB
penyelesaian,NN
perang,NN
",",Z
dan,CC
terlebih,RB
penting,JJ
adalah,VB
penghargaan,NN
kami,PRP
terhadap,IN
para,DT
prajurit,NN
kami,PRP
yang,SC
meninggal,VB
di sini,PR
",",Z
yang,SC
menyebabkan,VB
mereka,PRP
bertempur,VB
",",Z
untuk,SC
memeluk,VB
dan,CC
menerima,VB
para,DT
bekas,NN
musuh,NN
mereka,PRP
",",Z
yang,SC
mereka,PRP
perangi,RP
.,Z
dari,IN
lkm,NN
yang,SC
ada,VB
masih,MD
banyak,CD
yang,SC
kekurangan,NN
modal,NN
dan,CC
kemampuan,NN
manajemen,NN
usaha,NN
simpan,VB
pinjam,VB
-nya,PRP
masih,MD
lemah,JJ
.,Z
jika,SC
saya,PRP
bi,NNP
",",Z
saya,PRP
akan,MD
sangat,RB
berhati-hati,VB
apa,WH
yang,SC
saya,PRP
katakan,VB
.,Z
sementara,SC
itu,PR
tekanan,NN
inflasi,NN
sendiri,NN
didorong,VB
oleh,IN
kenaikan,NN
harga,NN
minyak,NN
dunia,NN
bersama,IN
dengan,IN
kenaikan,NN
harga,NN
komoditas,NN
primer,JJ
global,JJ
.,Z
harga,NN
komoditi,NN
lain,JJ
tampaknya,RB
juga,RB
tidak,NEG
banyak,CD
berfluktuasi,VB
",",Z
kata,VB
kepala,NN
bps,NNP
rusman,NNP
heriawan,NNP
di,IN
gedung,NNP
departemen,NNP
keuangan,NNP
jakarta,NNP
",",Z
selasa,NNP
.,Z
tentara,NN
sri,NNP
lanka,NNP
didukung,VB
oleh,IN
pesawat,NN
supersonik,JJ
meningkatkan,VB
serangan,NN
mereka,PRP
terhadap,IN
pemberontak,NN
macan,NNP
tamil,NNP
di,IN
bagian,NN
timur laut,NN
negara,NN
pulau,NN
yang,SC
bergolak,VB
itu,PR
sejak,IN
april,NNP
",",Z
dan,CC
menegaskan,VB
untuk,SC
mengenyahkan,RP
mereka,PRP
.,Z
nowak,NNP
dikabarkan,VB
juga,RB
memiliki,VB
hubungan,NN
dengan,IN
oefelein,RP
.,Z
untuk,SC
jangka pendek,NN
",",Z
itu,PR
akan,MD
ditutup,VB
dari,IN
bontang,RP
pkt,NNP
",",Z
sementara,SC
untuk,SC
jangka,NN
menengah,JJ
direncanakan,VB
akan,MD
ditutup,VB
dari,IN
qatar,NNP
",",Z
jelas,VB
-nya,PRP
.,Z
tetapi,CC
apa,WH
pun,RP
slogan,NN
yang,SC
mereka,PRP
nyanyikan,RP
ketika,SC
mereka,PRP
membunuh,VB
orang,NN
yang,SC
tak,NEG
bersalah,VB
",",Z
mereka,PRP
memiliki,VB
tujuan,NN
lemah,JJ
yang,SC
sama,JJ
",",Z
kata,VB
bush,NNP
.,Z
korelasi,NN
penghasilan,NN
nasabah,NN
dengan,IN
faktor,NN
akses,NN
pelayanan,NN
menunjukkan,VB
masih,MD
adanya,NN
sifat,NN
jujur,JJ
pada,IN
masyarakat pedesaan,NN
.,Z
kami,PRP
tidak,NEG
melihat,VB
itu,PR
subprime,FW
mortgage,FW
terjadi,VB
di,IN
indonesia,NNP
.,Z
sektor,NN
riil,JJ
tidak,NEG
hanya,RB
memerlukan,VB
suku,NN
bunga,NN
yang,SC
rendah,JJ
untuk,SC
kembali,VB
bergerak,VB
",",Z
namun,CC
juga,RB
harus,MD
didukung,VB
insentif,NN
lain,JJ
seperti,IN
fiskal,JJ
atau,CC
pajak,NN
",",Z
debirokratisasi,NN
",",Z
penegakan,NN
hukum,NN
",",Z
pemberantasan,NN
penyelundupan,NN
",",Z
transaksi,NN
ilegal,JJ
dan,CC
lain,JJ
-nya,PRP
.,Z
sedangkan,CC
dana,NN
pihak ketiga,NN
yang,SC
berhasil,VB
dihimpun,VB
sebesar,JJ
rp,SYM
"0,0",CD
triliun,CD
atau,CC
naik,VB
rp,SYM
"0,0",CD
triliun,CD
"0,0",CD
%,SYM
.,Z
syariat,NN
islam,NNP
melarang,VB
para,DT
pejabat negara,NN
mengambil,VB
suatu,CD
kebijakan,NN
dengan,IN
menyerahkan,VB
penanganan,NN
ekonomi,NN
kepada,IN
para,DT
kapitalis,NN
ataupun,CC
dengan,IN
menggunakan,VB
standar-standar,RP
kapitalis,NN
karena,SC
selain,IN
bertentangan,VB
dengan,IN
konsep,NN
syariat,NN
juga,RB
membahayakan,VB
negara,NN
dan,CC
masyarakat,NN
.,Z
prodi,NNP
mengundurkan,VB
diri,NN
pekan,NN
lalu,CC
",",Z
setelah,SC
sembilan,CD
bulan,NN
memerintah,VB
dengan,IN
kekalahan,NN
dalam,IN
kebijakan,NN
luar negeri,NN
di,IN
senat,NNP
setelah,SC
sebagian,CD
anggota,NN
parlemen,NN
sayap,NN
-,Z
kiri,NN
di,IN
dalam,NN
koalisi,NN
sembilan,CD
partai,NN
-nya,PRP
memberi suara,VB
yang,SC
tak,NEG
mendukung,VB
dia,PRP
.,Z
tanpa,IN
kenaikan,NN
hje,NN
penerimaan,NN
negara,NN
hanya,RB
rp,SYM
0,CD
hingga,IN
rp,SYM
0,CD
triliun,CD
",",Z
kata,VB
anwar,NNP
suprijadi,NNP
di,IN
kantor,NN
pusat,NN
ditjen,NNP
bea,NNP
dan,CC
cukai,NN
rawamangun,RP
jakarta,NNP
",",Z
selasa,NNP
.,Z
dikatakan,VB
-nya,PRP
",",Z
dengan,IN
inflasi,NN
kumulatif,JJ
"0,0",CD
persen,CD
pada,IN
september,NNP
ini,PR
",",Z
maka,SC
pemerintah,NN
masih,MD
memiliki,VB
ruang,NN
hingga,IN
"0,0",CD
persen,CD
inflasi,NN
rata-rata,JJ
pada,IN
tiga,CD
bulan,NN
terakhir,OD
nanti,NN
untuk,SC
mencapai,VB
target,NN
"0,0",CD
persen,CD
.,Z
total,NN
nilai,NN
kontrak,NN
yang,SC
didapatkan,VB
untuk,SC
kedua,OD
rig,FW
tersebut,PR
sekitar,IN
"0,0",CD
juta,CD
dolar,NN
as,NNP
untuk,SC
periode,NN
enam,CD
bulan,NN
",",Z
kata,VB
-nya,PRP
.,Z
semakin,RB
rawan,JJ
suatu,CD
daerah,NN
",",Z
perkembangan,NN
usaha,NN
daerah,NN
semakin,RB
terganggu,VB
",",Z
sehingga,SC
akan,MD
meningkatkan,VB
risiko,NN
di,IN
mata,NN
perbankan,NN
.,Z
saat,NN
ini,PR
",",Z
sekitar,IN
0.0,CD
prajurit,NN
inggris,NNP
berada,VB
di,IN
irak,NNP
dengan,IN
sejumlah,CD
besar,JJ
pangkalan,NN
di,IN
wilayah,NN
selatan,NN
",",Z
terutama,JJ
di,IN
basra,NNP
dan,CC
amarah,NNP
.,Z
keputusan,NN
pelosi,NNP
untuk,SC
membangkang,RP
terhadap,IN
gedung,NNP
putih,NNP
dan,CC
bertemu,VB
dengan,IN
bashar,NNP
al-assad,NNP
meningkatkan,VB
perang mulut,RP
antara,IN
kongres,NN
",",Z
yang,SC
dipimpin,VB
partai,NN
demokrat,NNP
",",Z
dan,CC
presiden,NNP
bush,NNP
dari,IN
partai,NN
republik,NNP
mengenai,IN
kebijakan,NN
luar negeri,NN
as,NNP
.,Z
pemeringkat,NNP
efek,NNP
indonesia,NNP
pefindo,NNP
menaikkan,VB
peringkat,NN
untuk,SC
pt,NNP
bank,NNP
nisp,NNP
tbk,NNP
nisp,NNP
menjadi,VB
idaa-,SYM
dari,IN
sebelum,SC
-nya,PRP
ida,SYM
+,SYM
",",Z
sementara,SC
peringkat,NN
obligasi,NN
subordinasi,NN
i,OD
bank,NNP
nisp,NNP
tahun,NN
0,CD
naik,VB
menjadi,VB
ida,SYM
+,SYM
dari,IN
ida,SYM
.,Z
menteri,NNP
luar,NNP
negeri,NNP
jepang,NNP
",",Z
taro,NNP
aso,NNP
akan,MD
berkunjung,VB
dan,CC
melakukan,VB
pembicaraan,NN
dengan,IN
mitra kerja,NN
-nya,PRP
dari,IN
korea,NNP
selatan,NNP
",",Z
song,NNP
min,NNP
-,Z
soon,RP
",",Z
kata,VB
juru bicara,NN
kementerian,NNP
luar negeri,NNP
seoul,NNP
",",Z
ryoo,RP
joohan,RP
.,Z
dibandingkan,VB
dengan,IN
di,IN
amerika,NNP
serikat,NNP
yang,SC
mencapai,VB
0.0,CD
kasus,NN
bunuh,VB
diri,NN
dalam,IN
tahun,NN
yang,SC
sama,JJ
-,Z
jumlah,NN
itu,PR
jauh,JJ
lebih,RB
rendah,JJ
",",Z
bahkan,RB
bagi,IN
negara,NN
yang,SC
berpenduduk,VB
sedikit,CD
",",Z
kata,VB
-nya,PRP
menambahkan,VB
.,Z
dewan,NNP
gubernur,NNP
mencermati,VB
betul,JJ
bahwa,SC
kita,PRP
harus,MD
bersyukur,VB
ada,VB
tanda-tanda,NN
pertumbuhan,NN
yang,SC
sangat,RB
positif,JJ
dan,CC
utama,JJ
-nya,PRP
masih,MD
didukung,VB
kinerja,NN
ekspor,NN
serta,CC
perbaikan,NN
di,IN
investasi,NN
swasta,JJ
.,Z
pejuang,NN
di,IN
daerah,NN
suku,NN
pakistan,NNP
mengaju,RP
sejumlah,CD
orang,NN
beberapa,CD
bulan,NN
terakhir,OD
dengan,IN
tuduhan,NN
menjadi,VB
intel,RP
bala tentara,NN
amerika,NNP
serikat,NNP
",",Z
yang,SC
memerangi,VB
pejuang,NN
talib,NNP
di,IN
negara,NN
tetangga,NN
-nya,PRP
",",Z
afganistan,NNP
.,Z
perseroan,NN
juga,RB
berencana,VB
meminjam,VB
dana,NN
perbankan,NN
untuk,SC
tambahan,NN
dana,NN
pembelian,NN
kapal,NN
tersebut,PR
",",Z
kata,VB
perseroan,NN
dalam,IN
keterbukaan,NN
informasi,NN
-nya,PRP
.,Z
saya,PRP
tidak,NEG
tahu,VB
apakah,WH
hal,NN
itu,PR
benar,JJ
atau,CC
tidak,NEG
tetapi,RP
kami,PRP
sepenuh,JJ
-nya,PRP
mempersiapkan,VB
bagi,IN
sesuatu,PRP
situasi,NN
yang,SC
tidak,NEG
diharapkan,VB
",",Z
kata,VB
-nya,PRP
.,Z
badan,NNP
pusat,NNP
statistik,NNP
bps,NNP
mencatat,VB
inflasi,NN
pada,IN
februari,NNP
0,CD
sebesar,JJ
"0,0",CD
persen,CD
dan,CC
inflasi,NN
secara,IN
year,FW
on,FW
year,FW
selama,IN
0,CD
bulan,NN
hingga,IN
februari,NNP
0,CD
"0,0",CD
persen,CD
.,Z
sebanyak,CD
0,CD
izin,NN
perusahaan,NN
di,IN
antara,NN
-nya,PRP
",",Z
sebagai,IN
tindak lanjut,NN
pengenaan,NN
sanksi,NN
pengenaan,NN
sanksi,NN
pembatasan,NN
kegiatan,NN
usaha,NN
pku,RP
.,Z
apabila,SC
perbankan,NN
menyalurkan,VB
kredit,NN
-nya,PRP
kepada,IN
masyarakat,NN
",",Z
maka,SC
akan,MD
mendapat,VB
bunga,NN
kredit,NN
sebesar,JJ
antara,IN
0,CD
sampai,IN
0,CD
persen,CD
",",Z
ucap,VB
-nya,PRP
.,Z
sedikitnya,RB
empat,CD
orang,NN
yang,SC
lain,JJ
terluka,VB
dalam,IN
kecelakaan,NN
itu,PR
.,Z
kami,PRP
masuk,VB
ke,IN
kota,NN
.,Z
menurut,IN
-nya,PRP
",",Z
meski,SC
harga,NN
minyak,NN
di,IN
pasar,NN
internasional,JJ
tahun,NN
0,CD
hanya,RB
0,CD
dolar,NN
as,NNP
per,IN
barel,NND
karena,SC
didorong,VB
kenaikan,NN
bbm,NN
dalam negeri,JJ
hingga,IN
sekitar,IN
0,CD
persen,CD
mengakibatkan,VB
seluruh,CD
sektor,NN
tertekan,VB
.,Z
ini,PR
benar,JJ
bahwa,SC
saya,PRP
membutuhkan,VB
waktu,NN
lama,JJ
untuk,SC
hidup,NN
tenang,JJ
",",Z
kata,VB
grant,NNP
.,Z
karena,SC
itu,PR
",",Z
pelaku,NN
lokal,JJ
lebih,RB
cenderung,JJ
memegang,VB
dolar,NN
as,NNP
ketimbang,IN
rupiah,NN
",",Z
meski,SC
bank,NN
indonesia,NNP
bi,NNP
menyatakan,VB
akan,MD
tetap,RB
menjaga,VB
rupiah,NN
",",Z
kata,VB
-nya,PRP
.,Z
dengan,IN
akuisisi,NN
ini,PR
elnusa,NNP
akan,MD
menjadi,VB
operator,NN
baru,JJ
di,IN
pertambangan,NN
minyak,NN
pantai,NN
tersebut,PR
.,Z
kenaikan,NN
npl,NNP
terutama,JJ
disebabkan,VB
oleh,IN
dampak,NN
lanjutan,NN
dari,IN
0,CD
di mana,SC
kenaikan,NN
inflasi,NN
",",Z
rendah,JJ
-nya,PRP
tingkat,NN
kepercayaan,NN
konsumen,NN
",",Z
naik,VB
-nya,PRP
pembayaran,NN
minimum,NN
kartu kredit,NN
dan,CC
kondisi ekonomi,NN
yang,SC
kurang,RB
kondusif,JJ
berdampak,VB
pada,IN
penurunan,NN
kualitas,NN
kredit,NN
selama,IN
0,CD
",",Z
ungkap,VB
siaran pers,NN
itu,PR
.,Z
seperti,IN
diketahui,VB
partai,NN
demokrat,NNP
menuntut,VB
penarikan,NN
bertahap,VB
atas,IN
tentara,NN
as,NNP
di,IN
irak,NNP
.,Z
berdasarkan,VB
laporan keuangan,NN
sampai,SC
juni,NNP
0,CD
total,NN
utang,NN
perseroan,NN
mencapai,VB
rp,SYM
"0,0",CD
triliun,CD
.,Z
dalam,IN
penjelasan,NN
-nya,PRP
ke,IN
badan,NNP
pengawas,NNP
pasar,NNP
modal,NNP
bapepam,NNP
",",Z
direksi,NN
medco,NNP
menjelaskan,VB
",",Z
pihak,NN
-nya,PRP
telah,MD
menandatangani,VB
nota,NN
kesepahaman,NN
perjanjian,NN
jual beli,NN
gas,NN
",",Z
dengan,IN
pln,NNP
",",Z
pada,IN
0,CD
maret,NNP
lalu,CC
.,Z
terlebih,RB
lagi,RB
ketika,SC
harga,NN
barang,NN
yang,SC
naik,VB
tersebut,PR
adalah,VB
harga,NN
barang,NN
kebutuhan,NN
pokok,NN
masyakarat,MD
",",Z
meskipun,SC
kenaikan,NN
harga,NN
yang,SC
terjadi,VB
adalah,VB
rendah,JJ
tetap,RB
saja,RB
akan,MD
menambah,VB
beban,NN
masyarakat,NN
miskin,JJ
.,Z
sedangkan,CC
komoditas,NN
yang,SC
paling,RB
dominan,JJ
memberikan,VB
andil,NN
inflasi,NN
nasional,JJ
selama,IN
0,CD
adalah,VB
beras,NN
"0,0",CD
persen,CD
.,Z
sesungguhnya,RB
kebutuhan,NN
dana,NN
untuk,SC
investasi,NN
saat,NN
ini,PR
tidak,NEG
lagi,RB
untuk,SC
pembangunan,NN
ground,MD
field,MD
karena,SC
ks,NNP
telah,MD
memiliki,VB
infrastruktur,NN
seperti,IN
pelabuhan,NN
",",Z
tanah,NN
",",Z
listrik,NN
dan,CC
air,NN
.,Z
pada,IN
februari,NNP
lalu,CC
",",Z
jaksa,NN
icc,NNP
luis,MD
-,Z
moreno,MD
ocampo,MD
menuduh,VB
haroun,NNP
dan,CC
pemimpin,NN
milisi,NN
lokal,JJ
telah,MD
melakukan,VB
0,CD
kejahatan,NN
melanggar,VB
kemanusiaan,NN
dan,CC
kejahatan,NN
perang,NN
",",Z
termasuk,VB
pembunuhan,NN
",",Z
penyiksaan,NN
dan,CC
pemerkosaan,NN
massal,JJ
.,Z
ia,PRP
menyatakan,VB
",",Z
kapal induk,NN
itu,PR
ditempatkan,VB
bersama,IN
sebuah,NND
frigat,MD
pertahanan,NN
udara,NN
",",Z
dua,CD
frigat,X
anti,JJ
-,Z
kapal selam,NN
",",Z
sebuah,NND
kapal,NN
perbekalan,NN
dan,CC
sebuah,NND
kapal selam,NN
.,Z
anak-anak,NN
bergantung,VB
pada,IN
orang tua,NN
untuk,SC
menggagas,MD
berbagai,CD
masalah,NN
seperti,IN
waktu,NN
makan,VB
keluarga,NN
dan,CC
menetapkan,VB
batas,NN
waktu,NN
bagi,IN
anak-anak,NN
untuk,SC
menonton,VB
televisi,NN
",",Z
kata,VB
gable,NNP
.,Z
mengingat,VB
penting,JJ
-nya,PRP
komitmen-komitmen,MD
yang,SC
tercantum,VB
dalam,IN
aec,NNP
pada,IN
januari,NNP
0,CD
maka,SC
pertemuan,NN
hari,NN
kedua,OD
memfokuskan,VB
pembahasan,NN
pada,IN
draft,FW
teks,NN
dan,CC
substansi,NN
aec,NNP
",",Z
khusus,JJ
-nya,PRP
yang,SC
terkait,VB
dengan,IN
sektor,NN
jasa,NN
keuangan,NN
.,Z
para,DT
importir,NN
peralatan,NN
china,NNP
juga,RB
dilarang,MD
menggunakan,VB
itu,PR
untuk,SC
melakukan,VB
pengayaan,NN
nuklir,NN
-nya,PRP
",",Z
kecuali,CC
di bawah,VB
pengawasan,NN
badan,NNP
energi,NNP
atom,NNP
internasional,NNP
(,Z
iaea,NNP
),Z
.,Z
dawn,NNP
menyatakan,VB
jasad,NN
itu,PR
dimasukkan,VB
karung,MD
",",Z
sementara,SC
kepala,NN
-nya,PRP
tergeletak,MD
di,IN
luar,NN
disertai,VB
lampiran,MD
catatan,NN
berbahasa,VB
urdu,MD
",",Z
yang,SC
menyebut,VB
korban,NN
adalah,VB
guru,NN
madrasah,NN
afgan,NNP
di,IN
daerah,NN
resah,MD
waziristan,NNP
utara,NNP
",",Z
pakistan,NNP
.,Z
akibat,NN
-nya,PRP
likuiditas,NN
di,IN
pasar,NN
keuangan,NN
di,IN
berbagai,CD
negara,NN
termasuk,VB
indonesia,NNP
menjadi,VB
langka,JJ
.,Z
bbia,NNP
juga,RB
dikenal,VB
sebagai,IN
salah satu,CD
bank,NN
konservatif,JJ
di,IN
indonesia,NNP
dengan,IN
sebuah,NND
waralaba,MD
franchise,FW
yang,SC
kuat,JJ
dalam,IN
sektor,NN
perdagangan,NN
.,Z
badan,NNP
pengawasan,NN
keuangan,NN
dan,CC
pembangunan,NN
bpkp,NNP
menemukan,VB
adanya,NN
penyimpangan,NN
pengelolaan,NN
keuangan,NN
di,IN
provinsi,NN
papua,NNP
dan,CC
diduga,VB
telah,MD
merugikan,VB
negara,NN
dan,CC
daerah,NN
sebesar,JJ
rp,SYM
"0,0",CD
miliar,CD
.,Z
"	z
mereka	prp
akan	md
mulai	md
merokok	vb
kalau	sc
melihat	vb
idola	nn
mereka	prp
merokok	vb
.	z
",MD
karena,SC
pasar,NN
saat,NN
ini,PR
memang,RB
sedang,MD
bergejolak,VB
.,Z
penjualan,NN
mobil,NN
nasional,JJ
pada,IN
bulan,NN
september,NNP
0,CD
mencapai,VB
0.0,CD
unit,NND
atau,CC
turun,VB
dibandingkan,VB
agustus,NNP
0,CD
sebanyak,CD
0.0,CD
unit,NND
kalau,SC
base,FW
-nya,PRP
harga,NN
yang,SC
digunakan,VB
baik,JJ
pln,NNP
maupun,CC
bbm,NN
maka,SC
realisasi,NN
subsidi,NN
bisa,MD
lebih,RB
rendah,JJ
",",Z
kata,VB
-nya,PRP
.,Z
kelompok,NN
itu,PR
melakukan,VB
serangan,NN
pada,IN
pagi,NN
hari,NN
terhadap,IN
patroli,NN
inggris,NNP
",",Z
memasang,VB
bahan peledak,NN
tidak,NEG
jauh,JJ
dari,IN
kota,NN
basra,NNP
di,IN
bagian,NN
selatan,NN
yang,SC
diledakkan,VB
saat,NN
kendaraan,NN
pasukan,NN
inggris,NNP
mendekat,VB
",",Z
kata,VB
-nya,PRP
.,Z
dalam,IN
sebuah,NND
pernyataan,NN
-nya,PRP
yang,SC
dipublikasikan,VB
di,IN
jakarta,NNP
",",Z
rabu,NNP
",",Z
perseroan,NN
mengatakan,VB
bahwa,SC
pt,NNP
mobile,NNP
-,Z
0,CD
telecom,NNP
tbk,NNP
akan,MD
menjadi,VB
perusahaan,NN
yang,SC
dipertahankan,VB
surviving,MD
entity,MD
dalam,IN
penggabungan,MD
perusahaan-perusahaan,NN
tersebut,PR
.,Z
pada,IN
saat,NN
ini,PR
",",Z
langkah,NN
yang,SC
cocok,MD
untuk,IN
mengganti,VB
peraturan,NN
modal,NN
belum,NEG
ditemukan,VB
dan,CC
perubahan,NN
kebijakan,NN
apa,WH
pun,RP
harus,MD
dibuat,VB
dengan,IN
pas,MD
dan,CC
secara,IN
bertahap,VB
untuk,SC
meminimalisasi,MD
dampak,NN
terhadap,IN
pasar modal,NN
",",Z
kata,VB
-nya,PRP
.,Z
dalam,IN
sambutan,NN
-nya,PRP
ketika,SC
menyaksikan,VB
penandatanganan,NN
perjanjian,NN
kredit,NN
antara,IN
pln,NNP
dengan,IN
sejumlah,CD
bank,NN
di,IN
jakarta,NNP
",",Z
selasa,NNP
.,Z
ia,PRP
mencontohkan,VB
",",Z
salah satu,CD
contoh,NN
sulit,JJ
-nya,PRP
mendapatkan,VB
listrik,NN
terjadi,VB
di,IN
manado,NNP
sulawesi,NNP
utara,NNP
.,Z
jepang,NNP
sangat,RB
mendukung,VB
peningkatan,NN
kerja sama,NN
bilateral,JJ
",",Z
bahkan,RB
kedatangan,NN
omi,NNP
ke,IN
jakarta,NNP
adalah,VB
untuk,SC
melakukan,VB
diskusi,NN
yang,SC
lebih,RB
mendetail,MD
baik,JJ
soal,NN
keuangan,NN
maupun,CC
pinjaman,NN
",",Z
ujar,VB
mantan,JJ
direktur,NNP
eksekutif,NNP
imf,NNP
itu,PR
.,Z
dengan,IN
demikian,PR
",",Z
lanjut,VB
mulyani,NNP
",",Z
defisit,NN
anggaran,NN
diperkirakan,VB
akan,MD
tetap,RB
"0,0",CD
persen,CD
atau,CC
rp,SYM
0,CD
triliun,CD
dengan,IN
penerimaan,NN
negara,NN
rp,SYM
"0,0",CD
triliun,CD
atau,CC
naik,VB
rp,SYM
0,CD
triliun,CD
dari,IN
apbn,NN
-,Z
p,NN
dan,CC
belanja,NN
negara,NN
rp,SYM
"0,0",CD
triliun,CD
atau,CC
naik,VB
rp,SYM
"0,0",CD
dari,IN
apbn,NN
-,Z
p,NN
.,Z
namun,CC
posisi,NN
rupiah,NN
itu,PR
tidak,NEG
bertahan,VB
lama,JJ
",",Z
setelah,SC
harga,NN
minyak mentah,NN
dunia,NN
turun,VB
",",Z
rupiah,NN
terkoreksi,VB
",",Z
karena,SC
pelaku,NN
asing,JJ
dan,CC
lokal,JJ
aktif,JJ
memburu,VB
dolar,NN
as,NNP
untuk,SC
membeli,VB
minyak mentah,NN
maupun,CC
membayar,VB
utang,NN
yang,SC
telah,MD
jatuh tempo,VB
",",Z
kata,VB
-nya,PRP
.,Z
hingga,IN
akhir,NN
mei,NNP
0,CD
",",Z
jumlah,NN
bpr,NN
yang,SC
bernaung,MD
di bawah,VB
linkage,FW
program,FW
bii,NNP
di,IN
luar,NN
lima,CD
bpr,NN
telah,MD
mencapai,VB
0,CD
bpr,NN
dengan,IN
total,NN
plafon,NN
awal,NN
sebesar,JJ
rp,SYM
"0,0",CD
miliar,CD
dan,CC
outstanding,FW
sebesar,JJ
rp,SYM
"0,0",CD
miliar,CD
.,Z
pemantauan,NN
tahunan,NN
pemeringkatan,MD
atas,IN
pt,NNP
bank,NNP
buana,NNP
indonesia,NNP
tbk,NNP
bbia,NNP
oleh,IN
pt,NNP
pemeringkat,NNP
efek,NNP
indonesia,NNP
pefindo,NNP
mengalami,VB
kenaikan,NN
dari,IN
sebelum,SC
-nya,PRP
ida,SYM
menjadi,VB
ida,SYM
+,SYM
single,FW
a,SYM
plus,JJ
;,Z
stable,FW
outlook,FW
